Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
1875,No Conformidad,Abierta,"6. El prestador de servicios de salud cuenta con información documentada de la planeación y ejecución de los programas de farmacovigilancia, tecnovigilancia y reactivovigilancia, que garanticen el seguimiento al uso de medicamentos, dispositivos médicos (incluidos los sobre medida) y reactivos de diagnóstico in vitro, cuando aplique: Se evidencia documento de fármacovigilancia con código de documento MA-MI-FA-01, no cuenta con adherencia, no cuenta con capacitaciones, no cuenta con usuario para...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1876,No Conformidad,Abierta,"7. El prestador de servicios de salud que cuente con reservas de medicamentos, homeopáticos, fitoterapéuticos, medicamentos biológicos, componentes anatómicos, dispositivos médicos (incluidos los sobre medida), reactivos de diagnóstico in vitro, y demás insumos asistenciales, debe garantizar que se almacenen en condiciones apropiadas de temperatura, humedad, ventilación, segregación y seguridad de acuerdo con las condiciones definidas por el fabricante o el banco del componente anatómico, según ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1877,No Conformidad,Abierta,"8. Para la aplicación del protocolo de lavado de manos o higienización, los servicios de salud cuentan con los insumos de aseo, limpieza y secado que garanticen su cumplimiento: No cuentan con los insumos de aseo, limpieza y secado que garanticen su cumplimiento, en algunos de los baños de los servicios, se observa que falta la rotulacion de los productos a utilizar.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1878,No Conformidad,Abierta,"9. La suficiencia de dispositivos médicos está relacionada con la frecuencia de uso de los mismos, incluyendo los tiempos del proceso de esterilización, cuando aplique: No cuenta con la suficiencia de dispositivos médicos donde se incluye los tiempos del proceso de esterilización.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1879,No Conformidad,Abierta,"10. El prestador de servicios de salud cuenta con paquete para el manejo de derrames y rupturas de medicamentos, ubicado en un lugar de fácil acceso, visible y con adecuada señalización, disponible para su uso en los servicios y ambientes donde se requieran. El prestador de servicios de salud define su contenido de acuerdo con los medicamentos utilizados y lo sugerido por el fabricante en las fichas técnicas: No cuenta con paquete para el manejo de derrames y rupturas de medicamentos, ubicado e...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1880,No Conformidad,Abierta,"12. El prestador debe mantener condiciones de almacenamiento, conservación, control fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los carros de paro: El prestador no mantiene las condiciones de almacenamiento, conservación, control fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los carros de paro.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1881,No Conformidad,Abierta,"15. En los servicios de transporte asistencial, atención prehospitalaria y urgencias cuenta con kit de emergencias para la atención a víctimas de ataques con agentes químicos: No cuenta con kit de emergencias para la atención a víctimas de ataques con agentes químicos.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1882,No Conformidad,Abierta,"3. El prestador de servicios de salud cuenta con un comité o instancia que orienta y promueve la política de seguridad del paciente, el control de infecciones y la optimización del uso de antibióticos, cuando los prescriba o administre. En el caso de profesionales independientes de salud podrá ser el mismo prestador: La ESE presenta documento acta de reunión creación comité de seguridad del paciente del 15 de julio de 2024 donde establece que se reunirán de manera trimestral según cronograma el...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1883,No Conformidad,Abierta,5. El prestador de servicios de salud promueve la cultura de seguridad del paciente que involucra a todo el personal de Mmanera sistemática con un enfoque educativo no punitivo mediante: 5.1. Capacitación del personal en el tema de seguridad del paciente y en los principales riesgos de la atención: La ESE presenta plan de capacitaciones 2024 el cual se encuentra en construcción en lo planeado hasta la fecha no se cuenta con temas de seguridad del paciente.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1884,No Conformidad,Abierta,"6. El prestador de servicios de salud cuenta con información documentada de las actividades y procedimientos que se realizan en el servicio acordes con su objeto, alcance y enfoque diferencial, mediante guías de práctica clínica- GPC, procedimientos de atención, protocolos de atención y otros documentos que el prestador de servicios de salud determine, dicha información incluye talento humano, equipos biomédicos, medicamentos y dispositivos médicos e insumos requeridos: La ESE presenta las sigu...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1885,No Conformidad,Abierta,"10. El prestador de servicios de salud cuenta con información documentada de la adopción, o adaptación o desarrollo de guías práctica clínica o protocolos basados en evidencia científica: No se cuenta con la informacion documentada.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1886,No Conformidad,Abierta,"12. El prestador de servicios de salud cuenta con la siguiente informacion documentada: 12.1. Detección, prevención y disminución del riesgo de accidentes e incidentes de carácter radiológico, en los servicios donde aplique: Cuenta con un documento denominado PROGRAMA DE VIGILANCA RADIOLÓGICA Versión 1 del 13 de dciembre del 2022, no se encuentra socializado ni con medición de adherencia. 12.2. Aseo, limpieza y desinfección de áreas y superficies: El prestador presenta el Manual de limpieza ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1887,No Conformidad,Abierta,"13.1. Buenas prácticas de esterilización de acuerdo con los procedimientos y técnicas que se utilicen, que describa como iminimo los siguientes aspectos: 13.1.1. Recibo de productos contaminados y entrega de material estéril: Cuenta con un manual de buenas practicas de esterilización MA-ES-CA-02 Versión 01 fecha abril del 2023 aplicable a todas las unidades de atención, el cual cumple con la especificaciones . Sin embargo el documento no se encuentra socialización ni cuenta con medición de adh...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1888,No Conformidad,Abierta,"15. Los prestadores de servicios de salud tienen definidos procedimientos que garanticen el cumplimiento del no reúso de dispositivos médicos cuando el fabricante así lo haya establecido: Al momento de la verificación se evidenica que cuenta documentada la politica de uso y no reúso de dispositivos medicos vigencia 2019 y con un Manual de uso y reúso de dispositivos médicos MA -ES- CA-01 versión 01 abril del 2023, en el cual se identifica que cuenta definido con un listado de dispositivos de re...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1889,No Conformidad,Abierta,"16. Hasta tanto el Ministerio de Salud y Protección Social regule la materia, el prestador de servicios de salud podrá reusar dispositivos médicos, siempre y cuando el fabricante de dichos dispositivos autorice su reúso. En tal caso, el prestador de servicios de salud cuenta con información documentada que defina: 16.1. Los procedimientos, siguiendo las recomendaciones del fabricante, para el reprocesamiento y control de calidad que demuestren la eficacia, desempeño y esterilidad del producto: ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1890,No Conformidad,Abierta,"17. Para la referencia de pacientes, el prestador de servicios de salud cuenta con la siguiente información documentada: 17.1. Estabilización del paciente antes del traslado: Al momento de la verificación se verifica documento PR-MI-HU 52 VERSIÓN 1 Febrero del 2024. No se evidencia socialización de documento, no cuenta con medición de adherencia, no se evidencia dentro del plan de capacitación del año 2024 . 17.2. Medidas para el traslado: Al momento de la verificación se verifica documento ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1891,No Conformidad,Abierta,"17.3. Lista de chequeo de los documentos necesarios para el traslado que incluya: 17.3.1. Diligenciamiento del formato de referencia de pacientes: 17.3.2. Resultados de apoyos diagnósticos realizados al paciente: 17.3.3. Resumen de historia clinica: 17.3.4. Mecanismos tecnológicos que le permitan realizar el proceso (software, correo, entre otros): 17.3.5. Talento humano que debe responsabilizarse de cada una de las etapas del proceso: 17.3.6. La referencia de pacientes que se detecten como víc...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1892,No Conformidad,Abierta,"20. La Institución Prestadora de Servicios de Salud que cuente con servicios de salud de los grupos de consulta externa, internación o el servicio de urgencias, cuenta con: 20.1. Documento del proceso institucional que orienta la atención en salud de las víctimas de violencias sexuales. Al momento de la verificación se evidencia documento de protocolo de atención a victimas de violencia sexual Código MI-PP-VS Versión 2. febrero del 2023. Se evidencia que solo esta contextualizado para el punt...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1893,No Conformidad,Abierta,"22. En los servicios de transporte asistencial, atención prehospitalaria y urgencias, se cuenta con documento del proceso que orienta la atención en salud a víctimas de ataques con agentes químicos: Cuenta con protocolo quemaduras por acidos Código: PT-MI-UR-53 Versión O Fecha julio 2020. Al momento de la verificación no se tiene programado dentro del plan institucional de capacitacion 2024.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1894,No Conformidad,Abierta,"23. Los prestadores de servicios de salud cuentan con información documentada de las condiciones de almacenamiento, conservación, control de fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los kits de derrames de medicamentos, ataque con agentes químicos y de violencias sexuales, según su contenido: No se cuenta documentado las condiciones de almacenamiento, conservación, control de fechas de vencimiento, uso y custodia de los medicamentos...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1895,No Conformidad,Abierta,"24. Las Instituciones Prestadoras de Servicios de Salud con servicios de hospitalización, hospitalización de paciente crónico con y sin ventilador, cuidado intensivo neonatal, pediátrico y adulto, urgencias y del grupo quirúrgico, en la modalidad intramural, cuentan con la siguiente Información documentada: 24.1. Manejo de la enfermedad cerebro vascular: Al momento de la verificación se evidencia documento denominado PROTOCOLO ACCIDENTE CEREBROVASCULAR (ACV), versión O fecha 2022, se evidencia...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1896,No Conformidad,Abierta,"27. Cuando el prestador de servicios de salud realice “pruebas en el punto de atención del paciente - (Point of Care Testing - POCT)” en un servicio habilitado cuenta con: 27.1. Información documentada sobre la toma, procesamiento, control de calidad y entrega de resultados: En el momento de la verificación no se evidencia documentado. 27.2. Controles de calidad realizados por un servicio de laboratorio clínico que puede ser propio o contratado para tal fin, cuando aplique, de acuerdo a las e...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1897,No Conformidad,Abierta,"28. Orientación a los usuarios sobre las condiciones, requisitos y restricciones de acceso, permanencia y salida del vehículo, en condiciones de rutina o en condiciones de emergencia, a cargo del conductor del vehículo y el talento humano en salud: En el momento de la verificación no se evidencia documentado.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1898,No Conformidad,Abierta,29. Mecanismos que garanticen comunicación para el seguimiento de los pacientes que lo requieran: En el momento de la verificación no se evidencia documentado.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1899,No Conformidad,Abierta,"30. Mecanismos de supervisión de las actividades realizadas en el marco de los eventos de interés en salud pública, cuando aplique: En el momento de la verificación no se evidencia documentado.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1900,No Conformidad,Abierta,"IMODALIDADES INTRAMURAL, EXTRAMURAL: UNIDAD MÓVIL, DOMICILIARIA, JORNADA DE SALUD Y TELEMEDICINA PRESTADOR REMISOR - PRESTADOR DE REFERENCIA: 4. Las historias clínicas cuentan con los componentes y los contenidos mínimos definidos en la normatividad que regula la materia: La historia clínica digital CADUCEOS SITIS tiene pendiente parametrizar el teléfono y parentesco del responsable.",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
